states,city,description
Texas,"Temple, TX","The crime incident count of Temple, TX was 96 for aggravated assault. The crime incident count of Temple, TX was 5,052 for all crimes. The crime incident count of Temple, TX was 4 for arson. The crime incident count of Temple, TX was 493 for burglary. The crime incident count of Temple, TX was 1,620 for larceny. The crime incident count of Temple, TX was 185 for motor vehicle theft. The crime incident count of Temple, TX was 7 for murder and nonnegligent manslaughter. The crime incident count of Temple, TX was 2,298 for property crime. The crime incident count of Temple, TX was 34 for rape (revised definition). The crime incident count of Temple, TX was 89 for robbery. The crime incident count of Temple, TX was 226 for violent crime."
Texas,"Texarkana, TX","The crime incident count of Texarkana, TX was 243 for aggravated assault. The crime incident count of Texarkana, TX was 4,394 for all crimes. The crime incident count of Texarkana, TX was 16 for arson. The crime incident count of Texarkana, TX was 338 for burglary. The crime incident count of Texarkana, TX was 1,405 for larceny. The crime incident count of Texarkana, TX was 132 for motor vehicle theft. The crime incident count of Texarkana, TX was 4 for murder and nonnegligent manslaughter. The crime incident count of Texarkana, TX was 1,875 for property crime. The crime incident count of Texarkana, TX was 23 for rape (revised definition). The crime incident count of Texarkana, TX was 44 for robbery. The crime incident count of Texarkana, TX was 314 for violent crime."
Texas,"Texas City, TX","The crime incident count of Texas City, TX was 151 for aggravated assault. The crime incident count of Texas City, TX was 4,017 for all crimes. The crime incident count of Texas City, TX was 1 for arson. The crime incident count of Texas City, TX was 324 for burglary. The crime incident count of Texas City, TX was 1,349 for larceny. The crime incident count of Texas City, TX was 86 for motor vehicle theft. The crime incident count of Texas City, TX was 2 for murder and nonnegligent manslaughter. The crime incident count of Texas City, TX was 1,759 for property crime. The crime incident count of Texas City, TX was 33 for rape (revised definition). The crime incident count of Texas City, TX was 63 for robbery. The crime incident count of Texas City, TX was 249 for violent crime."
Texas,"The Colony, TX","The crime incident count of The Colony, TX was 29 for aggravated assault. The crime incident count of The Colony, TX was 1,093 for all crimes. The crime incident count of The Colony, TX was 1 for arson. The crime incident count of The Colony, TX was 79 for burglary. The crime incident count of The Colony, TX was 376 for larceny. The crime incident count of The Colony, TX was 27 for motor vehicle theft. The crime incident count of The Colony, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of The Colony, TX was 482 for property crime. The crime incident count of The Colony, TX was 28 for rape (revised definition). The crime incident count of The Colony, TX was 6 for robbery. The crime incident count of The Colony, TX was 64 for violent crime."
Texas,"Tyler, TX","The crime incident count of Tyler, TX was 254 for aggravated assault. The crime incident count of Tyler, TX was 1,019 for all crimes. The crime incident count of Tyler, TX was 2 for arson. The crime incident count of Tyler, TX was 159 for motor vehicle theft. The crime incident count of Tyler, TX was 5 for murder and nonnegligent manslaughter. The crime incident count of Tyler, TX was 64 for rape (revised definition). The crime incident count of Tyler, TX was 106 for robbery. The crime incident count of Tyler, TX was 429 for violent crime."
Texas,"Waco, TX","The crime incident count of Waco, TX was 409 for aggravated assault. The crime incident count of Waco, TX was 11,166 for all crimes. The crime incident count of Waco, TX was 12 for arson. The crime incident count of Waco, TX was 1,087 for burglary. The crime incident count of Waco, TX was 3,648 for larceny. The crime incident count of Waco, TX was 147 for motor vehicle theft. The crime incident count of Waco, TX was 4 for murder and nonnegligent manslaughter. The crime incident count of Waco, TX was 4,882 for property crime. The crime incident count of Waco, TX was 126 for rape (revised definition). The crime incident count of Waco, TX was 156 for robbery. The crime incident count of Waco, TX was 695 for violent crime."
Texas,"Weslaco, TX","The crime incident count of Weslaco, TX was 106 for aggravated assault. The crime incident count of Weslaco, TX was 4,220 for all crimes. The crime incident count of Weslaco, TX was 2 for arson. The crime incident count of Weslaco, TX was 267 for burglary. The crime incident count of Weslaco, TX was 1,607 for larceny. The crime incident count of Weslaco, TX was 63 for motor vehicle theft. The crime incident count of Weslaco, TX was 1 for murder and nonnegligent manslaughter. The crime incident count of Weslaco, TX was 1,937 for property crime. The crime incident count of Weslaco, TX was 24 for rape (revised definition). The crime incident count of Weslaco, TX was 41 for robbery. The crime incident count of Weslaco, TX was 172 for violent crime."
Texas,"Wichita Falls, TX","The crime incident count of Wichita Falls, TX was 189 for aggravated assault. The crime incident count of Wichita Falls, TX was 8,358 for all crimes. The crime incident count of Wichita Falls, TX was 0 for arson. The crime incident count of Wichita Falls, TX was 825 for burglary. The crime incident count of Wichita Falls, TX was 2,646 for larceny. The crime incident count of Wichita Falls, TX was 263 for motor vehicle theft. The crime incident count of Wichita Falls, TX was 9 for murder and nonnegligent manslaughter. The crime incident count of Wichita Falls, TX was 3,734 for property crime. The crime incident count of Wichita Falls, TX was 124 for rape (revised definition). The crime incident count of Wichita Falls, TX was 123 for robbery. The crime incident count of Wichita Falls, TX was 445 for violent crime."
Utah,"Bountiful, UT","The crime incident count of Bountiful, UT was 24 for aggravated assault. The crime incident count of Bountiful, UT was 1,580 for all crimes. The crime incident count of Bountiful, UT was 0 for arson. The crime incident count of Bountiful, UT was 83 for burglary. The crime incident count of Bountiful, UT was 602 for larceny. The crime incident count of Bountiful, UT was 59 for motor vehicle theft. The crime incident count of Bountiful, UT was 1 for murder and nonnegligent manslaughter. The crime incident count of Bountiful, UT was 744 for property crime. The crime incident count of Bountiful, UT was 19 for rape (revised definition). The crime incident count of Bountiful, UT was 2 for robbery. The crime incident count of Bountiful, UT was 46 for violent crime."
Utah,"Clearfield, UT","The crime incident count of Clearfield, UT was 13 for aggravated assault. The crime incident count of Clearfield, UT was 1,389 for all crimes. The crime incident count of Clearfield, UT was 3 for arson. The crime incident count of Clearfield, UT was 120 for burglary. The crime incident count of Clearfield, UT was 501 for larceny. The crime incident count of Clearfield, UT was 43 for motor vehicle theft. The crime incident count of Clearfield, UT was 0 for murder and nonnegligent manslaughter. The crime incident count of Clearfield, UT was 664 for property crime. The crime incident count of Clearfield, UT was 13 for rape (revised definition). The crime incident count of Clearfield, UT was 3 for robbery. The crime incident count of Clearfield, UT was 29 for violent crime."
Utah,"Cottonwood Heights, UT","The crime incident count of Cottonwood Heights, UT was 22 for aggravated assault. The crime incident count of Cottonwood Heights, UT was 1,916 for all crimes. The crime incident count of Cottonwood Heights, UT was 0 for arson. The crime incident count of Cottonwood Heights, UT was 150 for burglary. The crime incident count of Cottonwood Heights, UT was 725 for larceny. The crime incident count of Cottonwood Heights, UT was 43 for motor vehicle theft. The crime incident count of Cottonwood Heights, UT was 0 for murder and nonnegligent manslaughter. The crime incident count of Cottonwood Heights, UT was 918 for property crime. The crime incident count of Cottonwood Heights, UT was 5 for rape (revised definition). The crime incident count of Cottonwood Heights, UT was 13 for robbery. The crime incident count of Cottonwood Heights, UT was 40 for violent crime."
